"plot","treeNum","DBH_cm","height_m","species","dOut_m","dSideR_m","dSideL_m","notes","percentLive","plotNum"
19,29,0,1.1,"ABMA",46.4,0.7,NA,NA,98,19
19,30,2.3,1.7,"ABMA",42.1,7.7,NA,"2nd leader",98,19
19,31,0,1.33,"ABMA",42.1,8.1,NA,NA,99,19
19,32,0,1.35,"ABMA",42.6,7.6,NA,NA,99,19
19,33,0,1.36,"ABMA",44.4,7.3,NA,NA,97,19
19,34,3.6,2.5,"ABMA",44.8,4.6,NA,NA,100,19
19,35,4.8,3.3,"ABCO",45.2,4.8,NA,NA,100,19
19,36,8.5,5,"ABMA",45.4,5.5,NA,"mist",98,19
19,37,5.6,3.5,"ABMA",45.7,5.5,NA,NA,98,19
19,38,0.5,1.46,"ABMA",45.6,6.1,NA,NA,99,19
19,39,2.9,2.1,"ABMA",46.3,4.9,NA,NA,99,19
19,40,9.5,4.1,"ABMA",46.1,5.2,NA,NA,98,19
19,41,4.4,2.7,"ABMA",47.6,7.2,NA,NA,97,19
19,42,8.6,4.8,"ABMA",47.5,6.6,NA,"mist + pitching, looks like a canker of some sort",97,19
19,43,0.9,1.6,"ABMA",48,6.8,NA,NA,98,19
19,44,6.1,3.9,"ABMA",48.4,6.5,NA,"Mech",98,19
19,45,6.4,3.5,"ABMA",47.7,7.65,NA,"Mist",99,19
19,46,10.4,3.9,"ABMA",47.8,7.8,NA,NA,99,19
19,47,6.3,3.5,"ABCO",48.1,8.9,NA,NA,99,19
19,48,5.9,3.4,"ABMA",48.4,8.9,NA,"mist",98,19
19,49,2.5,1.9,"ABMA",48.5,9.45,NA,NA,99,19
19,50,10.7,5.1,"ABMA",48.8,9,NA,"mist",98,19
19,51,2.1,1.8,"ABCO",49.1,9.3,NA,NA,96,19
19,52,0.9,1.9,"ABMA",49.3,9.5,NA,NA,97,19
19,53,2,2.3,"ABMA",49.3,10.7,NA,NA,98,19
19,54,4.7,2.6,"ABMA",49.7,9.2,NA,NA,99,19
19,55,2.2,1.8,"ABCO",50.4,8.9,NA,"crook",98,19
19,56,0.8,1.7,"ABCO",50,9.3,NA,NA,98,19
19,57,0,1.2,"ABCO",43.2,13.8,NA,NA,98,19
19,58,0,1.1,"ABCO",43.2,13.2,NA,NA,99,19
19,59,0,1.36,"ABMA",47.8,12.3,NA,NA,97,19
19,60,0.6,1.4,"ABMA",47.9,12.3,NA,NA,98,19
19,61,1.6,1.5,"ABMA",48.1,12.3,NA,NA,98,19
19,62,0.9,1.57,"ABMA",48.3,12.2,NA,NA,99,19
19,63,1.2,1.5,"ABMA",48,12.8,NA,NA,99,19
19,64,0.7,1.4,"ABMA",48.1,13.2,NA,NA,98,19
19,65,0,1.36,"ABCO",48.6,12.3,NA,NA,99,19
19,66,1.3,1.4,"ABMA",48.9,12.5,NA,NA,98,19
19,67,5,2.6,"ABMA",49,12.3,NA,NA,99,19
19,68,0,1.13,"ABMA",4.8,NA,"-3.57","snow mold, mechanical damage",95,19
19,69,35.8,2.08,"ABCO",10.1,NA,"-9.8","SD, severly burned",0,19
19,70,1.5,1.7,"ABMA",15.8,NA,"-11.4","snow mold",98,19
19,71,0.8,1.42,"ABMA",17.6,NA,"-8.1","mechanical damage",98,19
19,72,0,1.07,"ABMA",21.9,NA,"-2.19","tilt bole",99,19
19,73,0,1.15,"ABMA",22.6,NA,"-2.86","snow mold, tilt bole",97,19
19,74,0,1.26,"ABMA",23.24,NA,"-6.64",NA,99,19
19,75,0,1.2,"ABMA",25.1,NA,"-2.45","snow mold",98,19
19,76,5.2,2.85,"PIPO",26.4,NA,"-7.2","rodent chew, flaglets",90,19
19,77,0,1.05,"ABMA",27,NA,"-1.46","snow mold",98,19
19,78,0.6,1.5,"ABMA",27.9,NA,"-0.45","snow mold",99,19
19,79,0,1.34,"ABMA",28.68,NA,"0",NA,99.9,19
19,80,2.1,1.83,"ABMA",28.75,NA,"-2.95","snow mold",98,19
19,81,0,1.1,"ABMA",29.2,NA,"-7","snow mold, bended bole",97,19
19,82,1.2,1.56,"ABMA",30.7,NA,"-5.7","snow mod",98,19
19,83,0,1.1,"ABMA",32.2,NA,"-14","bended bole, snow mold",97,19
19,84,0,1.04,"ABMA",32.3,NA,"-14.3","bended bole, snow mold",97,19
19,85,1.6,1.5,"ABMA",35,NA,"-6.9","snow mold",99,19
19,86,3.1,2.1,"ABMA",34.4,NA,"-1.8","snow mold",98,19
19,87,52.9,3.2,"ABMA",34.45,NA,"0","SD, fire damage, WB",0,19
19,88,0,1.09,"ABMA",36.7,NA,"-4.1","snow mold",98,19
19,89,0,1.15,"ABMA",49.2,NA,"-14.15","two leaders, 1 dead branch",97,19
19,90,0,1.15,"ABMA",49.5,NA,"-14.45",NA,99,19
19,91,2.6,1.75,"ABMA",50,NA,"-13.9","mechanical damage, rodent chew heal",98,19
19,92,2.5,1.95,"ABMA",50,NA,"-12.2",NA,100,19
19,93,2.6,1.75,"ABMA",50,NA,"-12.63",NA,100,19
19,94,4.9,2.7,"ABMA",50,NA,"-13.33",NA,100,19
19,95,4.6,1.95,"ABMA",50,NA,"-13.85","thinner needles, SUP",99,19
19,96,6.1,2.7,"ABMA",50,NA,"-14.7","rodent chew, SUP -> bottom thinning",98,19
19,97,2.6,2.05,"ABMA",49.9,NA,"-14.75","self prunning/ SUP",99,19
19,98,1.1,1.54,"ABMA",49.6,NA,"-15","mech damage - healing",99,19
19,99,3.4,2.3,"ABMA",49.7,NA,"-14.6","mech damage - healed",99,19
19,100,0,1.15,"ABMA",49.5,NA,"-13.85","needles yellowing",96,19
19,101,37,4.8,"ABMA",39.8,NA,"-1.7","burn, SD, wood borers",0,19
19,102,2.7,2.1,"ABMA",48.4,6.3,NA,"mech damage",99,19
19,103,8.7,3.2,"ABMA",48.7,5.95,NA,"pitching, flaglets, mech wound, a LOT of pitching",95,19
19,104,3.8,2.3,"ABMA",49.3,6,NA,"leaning, mech damage, sup",95,19
19,105,5,3.9,"ABMA",49.4,6.25,NA,"pitching bottom growth",98,19
19,106,4.2,3,"ABMA",49.4,6.05,NA,"old mist",95,19
19,107,2.3,1.67,"ABMA",49.5,6.81,NA,"mech damage",98,19
19,108,0.8,1.44,"ABMA",49.3,6.1,NA,"old mech, leaning",98,19
19,109,3.9,2.4,"ABMA",49.65,6,NA,"pitching -> growth",99,19
19,110,2.6,1.95,"ABMA",49.7,5.9,NA,"SUP, growth pitch",99,19
19,111,4.1,2.7,"ABMA",49.95,6,NA,"mistletoe, rodent chew",90,19
2,1,42.2,29.1,"PIJE",2,0,NA,"healthy, FS 1m, DEVA",99,2
2,2,120.6,7.2,"ABCO",8.9,4.8,NA,"lots of exit holes, beetles, and wood borers",0,2
2,3,67.3,32.6,"ABCO",17.5,NA,"-0.7","FS 5m, FS pitch",91,2
2,4,79.5,36.8,"ABCO",18.5,NA,"-2.3","FS, 1 flag",96,2
2,5,26.3,2.4,"unknown",17.6,NA,"-2.5","No bark remaining, DEPO, WB",0,2
2,6,28.5,4.2,"ABCO",43.5,2.4,NA,"exit holes DEPO",0,2
2,7,81.8,37.9,"ABCO",47.4,2,NA,"pitching, FS",91,2
21,1,154.4,62.1,"PIPO",29.1,NA,"-4.6","Fire scar ~11.5",98,20
21,2,82.6,34.3,"ABCO",45,NA,"-3.1","Fire scar ~3",97,20
21,3,55.2,11.8,"ABCO",48.1,NA,"-0.7","SD, broke, fire scar ~4.5",0,20
24,1,42.8,26.5,"ABCO",2.9,NA,"-3.25","FS 1 m, healing mech",99,21
24,2,26.1,21.2,"ABCO",4.7,NA,"-4.2","FS 0.5 m, supressed",98,21
24,3,20.8,3,"CADE",6,2.55,NA,"FS all the way up, SD, broken top",0,21
24,4,26.7,9.8,"CADE",17.1,NA,"-3.05","SD, FS 3 m",0,21
24,5,49.9,18.6,"CADE",21.4,NA,"-0.6","flaglets, FS, ABGR, 8 m FS",97,21
24,6,51.9,2.6,"ABCO",38.9,4.2,NA,"SD, wood borer, FS <2 m",0,21
24,7,25.4,24.3,"ABCO",39.6,NA,"-0.9","FS <8m, Dtop, mistle toe",97,21
24,8,68.1,15.2,"CADE",39,NA,"-3.35","flaglets, FS <2 m",98,21
24,9,17.8,11.3,"CADE",42.2,1.2,NA,"flaglets, FS <2 m",97,21
24,10,29.8,13.2,"CADE",43.2,NA,"-2.9","FS <1 m, flaglets",97,21
24,11,23,15.6,"ABCO",45,3.7,NA,"mech, mistle toe, flaglets",98,21
24,12,11.9,5.4,"CADE",45.7,2.4,NA,"flaglets, FS <5 m",97,21
24,13,19.4,5.1,"CADE",46.3,NA,"-1.78","Btop, SD, FS <0.5 m",0,21
24,14,23.9,4.9,"CADE",49.4,NA,"-1.75","FS <0.5, lean, would be ~15 m",99,21
25,1,25.2,9.4,"CADE",9.3,NA,"-4.4","flaglets, FS 2.5m",95,22
25,2,78.2,19.7,"PIPO",21.8,NA,"-2.3","Abgr, FS 5m, pitch from FS",98,22
25,3,105.6,3.6,"PIPO",19.7,4.5,NA,"SD, broke (practically dead and down), hollow, FS to height=3.6, wood borers",0,22
25,4,131.7,47.6,"PIPO",24.6,NA,"-3.3","pitch from FS, WB, dend exit holes, FS 9m",99,22
25,5,67.7,34.5,"PIPO",29.2,2.7,NA,"dend exit holes, FS pitch, WP, FS 5m",98,22
25,6,3,3,"QUKE",40.4,NA,"-4.7","mech, ""looks pretty""",100,22
25,7,48.9,28.2,"PIPO",45.6,NA,"-3","FS damage to cambium, WB, pitch from FS, FS 3m",99,22
26,1,0,1.1,"ABCO",0.2,4.2,NA,NA,98,23
26,2,0,1.2,"ABCO",0,4.5,NA,NA,99,23
26,3,0,1.1,"ABCO",0.2,4.3,NA,NA,98,23
26,4,0.9,1.8,"ABCO",0.4,3.9,NA,"Taller, spider-mite-esque bug",97,23
26,5,0,1.1,"ABCO",0.5,4.7,NA,NA,97,23
26,6,0,1.2,"ABCO",0.6,4.6,NA,NA,97,23
26,7,0,1.2,"ABCO",0.6,4.4,NA,NA,97,23
26,8,0,1.1,"ABCO",0.9,4.5,NA,NA,97,23
26,9,0,1.1,"ABCO",0.9,4.4,NA,NA,98,23
26,10,0,1.35,"ABCO",0.9,4.3,NA,NA,98,23
26,11,0,1.3,"ABCO",0.8,3.9,NA,NA,97,23
26,12,0,1.3,"ABCO",0.7,3.8,NA,NA,97,23
26,13,0,1.3,"ABCO",0.4,2.5,NA,NA,96,23
26,14,0,1,"ABCO",0.4,2.8,NA,NA,98,23
26,15,0.5,1.6,"ABCO",0.7,2.2,NA,NA,97,23
26,16,0.1,1.37,"ABCO",1,2.3,NA,NA,97,23
26,17,0,1.3,"ABCO",0.8,2.3,NA,NA,98,23
26,18,0,1,"ABCO",0.8,3,NA,NA,97,23
26,19,0,1,"ABCO",1,3.3,NA,NA,98,23
26,20,0.4,1.6,"ABCO",1.1,2.7,NA,"Taller",98,23
26,21,0,1,"PSME",1.8,3,NA,NA,95,23
26,22,0,1.3,"ABCO",2,3.1,NA,NA,98,23
26,23,0,1.1,"ABCO",2.2,2.9,NA,NA,97,23
26,24,0,1.1,"ABCO",2.3,3,NA,NA,99,23
26,25,0,1,"ABCO",2.3,3.2,NA,NA,97,23
26,26,0,1,"ABCO",2.1,3.4,NA,NA,99,23
26,27,0,1.3,"ABCO",2.1,3.5,NA,NA,96,23
26,28,0,1.1,"ABCO",2.3,3.6,NA,NA,97,23
26,29,0,1,"ABCO",0.1,1.8,NA,NA,97,23
26,30,0,1,"ABCO",0.1,1.6,NA,NA,96,23
26,31,0,1.2,"ABCO",0.1,1.2,NA,NA,98,23
26,32,0,1.3,"ABCO",0.2,1.45,NA,NA,97,23
26,33,0,1.3,"ABCO",0.3,1.6,NA,NA,98,23
26,34,0,1.3,"ABCO",0.2,1.2,NA,NA,98,23
26,35,1,1.8,"ABCO",0.4,1.4,NA,"First taller",98,23
26,36,0,1.2,"ABCO",0.7,1.7,NA,NA,99,23
26,37,0.1,1.37,"ABCO",0.5,1.3,NA,NA,99,23
26,38,0,1.35,"ABCO",0.5,1.3,NA,NA,99,23
26,39,0.2,1.4,"ABCO",0.7,1.7,NA,NA,98,23
26,40,0,1.3,"ABCO",0.8,1.6,NA,NA,98,23
26,41,0,1.35,"ABCO",0.8,1.3,NA,NA,98,23
26,42,1,1.7,"ABCO",0.9,1.4,NA,"Taller",100,23
26,43,0,1.3,"ABCO",1,1.5,NA,NA,99,23
26,44,0,1,"ABCO",0.3,0.9,NA,NA,97,23
26,45,0.7,1.7,"ABCO",1.3,1.5,NA,"Tall-ish",99,23
26,46,0,1,"ABCO",0,0,NA,NA,99,23
26,47,0,1.1,"ABCO",0.1,0.1,NA,NA,98,23
26,48,0,1.2,"ABCO",1.6,1.7,NA,NA,97,23
26,49,0,1.3,"ABCO",0.6,0.1,NA,NA,99,23
26,50,0,1.3,"ABCO",0.6,0.2,NA,NA,99,23
26,51,0,1.3,"ABCO",1.8,1.3,NA,NA,97,23
26,52,0.4,1.4,"ABCO",0.7,0.1,NA,NA,99,23
26,53,0.9,1.9,"ABCO",1.4,1,NA,"Taller",98,23
26,54,0.4,1.4,"ABCO",0.8,0.01,NA,NA,99,23
26,55,0.4,1.5,"PSME",1.1,0.01,NA,NA,97,23
26,56,0,1.3,"PSME",1.1,0.6,NA,NA,98,23
26,57,0.4,1.6,"ABCO",1.7,1.1,NA,NA,98,23
26,58,0,1.3,"ABCO",0.9,0.9,NA,NA,99,23
26,59,0,1.3,"ABCO",1.8,1.3,NA,NA,99,23
26,60,0,1.1,"ABCO",0.9,1,NA,NA,100,23
26,61,0,1,"ABCO",1,1,NA,NA,99,23
26,62,0,1.2,"ABCO",2,1.5,NA,NA,98,23
26,63,0,1,"ABCO",1.3,1,NA,NA,99,23
26,64,0,1.3,"ABCO",1.7,1,NA,NA,99,23
26,65,0,1.3,"ABCO",1.7,0.8,NA,NA,98,23
26,66,0,1,"ABCO",1.4,0.5,NA,NA,100,23
26,67,1.7,2.1,"PSME",1.5,0.1,NA,NA,99,23
26,68,0.4,1.5,"PSME",2.2,0.5,NA,NA,99,23
26,69,0,1,"ABCO",2,1.5,NA,NA,99,23
26,70,0.2,1.4,"ABCO",2.2,1.4,NA,NA,97,23
26,71,0.4,1.5,"ABCO",2,1.6,NA,NA,99,23
26,72,0,1.2,"ABCO",2.2,1.9,NA,NA,98,23
26,73,0.5,1.6,"PSME",2.5,1.5,NA,NA,98,23
26,74,0.5,1.4,"ABCO",2.6,3.9,NA,NA,99,23
26,75,0,1.3,"ABCO",2.6,3.9,NA,NA,99,23
26,76,1,1.6,"ABCO",2.7,2.3,NA,NA,95,23
26,77,2.1,2.3,"PSME",2.8,4.8,NA,NA,98,23
26,78,0,1,"ABCO",3.1,2.5,NA,NA,99,23
26,79,0,1.1,"ABCO",3.5,2.9,NA,NA,96,23
26,80,0,1.1,"ABCO",3.3,3.2,NA,NA,97,23
26,81,0,1.1,"ABCO",3.4,4.7,NA,NA,97,23
26,82,0,1.2,"ABCO",3.5,3.7,NA,NA,99,23
26,83,0,1.1,"ABCO",3.6,3.7,NA,NA,99,23
26,84,0,1.1,"ABCO",3.5,4.6,NA,NA,99,23
26,85,0.9,1.9,"PSME",3.6,4.1,NA,"Medium tall",97,23
26,86,0,1.3,"ABCO",3.6,4.1,NA,NA,97,23
26,87,0,1.2,"ABCO",3.9,3.3,NA,NA,99,23
26,88,0,1,"ABCO",3.9,4.2,NA,NA,97,23
26,89,0,1.3,"ABCO",3.8,3.6,NA,NA,99,23
26,90,0,1.3,"ABCO",3.8,3.7,NA,NA,98,23
26,91,1.8,2.2,"PSME",4.5,3.5,NA,"Tall",97,23
26,92,0,1.2,"PSME",4.7,3,NA,NA,96,23
26,93,67.3,39.1,"PSME",4.6,0.4,NA,"Big, fire scar 9.6m",0,23
26,94,0,1,"ABCO",5.9,2.2,NA,NA,98,23
26,95,0,1.1,"PSME",6.1,0.9,NA,NA,98,23
26,96,0,1.3,"ABCO",5.8,4.2,NA,NA,97,23
26,97,0.3,1.4,"ABCO",6,4.1,NA,NA,98,23
26,98,0.8,1.5,"PSME",6.6,0.2,NA,NA,96,23
26,99,0,1.2,"PSME",6.1,3.1,NA,NA,96,23
26,100,1.1,1.6,"PIPO",7,1.9,NA,NA,97,23
26,101,0,1.3,"PSME",6.7,3.1,NA,NA,96,23
26,102,0.5,1.6,"ABCO",7.4,2,NA,"Unsure if PSME or ABCO due to note-taking in the field (see data sheet)",97,23
26,103,0.4,1.4,"ABCO",7.9,3.1,NA,"Unsure if PSME or ABCO due to note-taking in the field (see data sheet)",97,23
26,104,0.2,1.4,"ABCO",7.2,0.8,NA,"Unsure if PSME or ABCO due to note-taking in the field (see data sheet)",96,23
26,105,0,1.3,"ABCO",7.2,0.7,NA,"Unsure if PSME or ABCO due to note-taking in the field (see data sheet)",96,23
26,106,1,1.7,"ABCO",8.5,3.5,NA,"Unsure if PSME or ABCO due to note-taking in the field (see data sheet)",96,23
26,107,0,1.3,"ABCO",7.1,0.3,NA,"Unsure if PSME or ABCO due to note-taking in the field (see data sheet)",95,23
26,108,0.2,1.4,"ABCO",7.4,0.1,NA,"Unsure if PSME or ABCO due to note-taking in the field (see data sheet)",96,23
26,109,0.2,1.4,"ABCO",7.9,0.9,NA,"Unsure if PSME or ABCO due to note-taking in the field (see data sheet)",98,23
26,110,0.8,1.8,"ABCO",8.6,4.5,NA,"Unsure if PSME or ABCO due to note-taking in the field (see data sheet); flag",95,23
26,111,3.3,1.9,"ABCO",7.9,1.4,NA,"Unsure if PSME or ABCO due to note-taking in the field (see data sheet); fire scar full height",0,23
26,112,1.3,1.8,"ABCO",8.5,2.4,NA,"Unsure if PSME or ABCO due to note-taking in the field (see data sheet)",95,23
26,113,1.2,2.1,"PSME",9.3,4.6,NA,NA,97,23
26,114,1.8,1.9,"PSME",9,2.6,NA,NA,96,23
26,115,0,1,"ABCO",9.6,3.9,NA,NA,99,23
26,116,0.8,1.6,"PSME",9.3,0.9,NA,NA,98,23
26,117,1,1,"ABCO",10.8,3.5,NA,NA,97,23
26,118,0.4,1.4,"PSME",9.7,0.2,NA,NA,98,23
26,119,0,1.2,"PSME",10,1.1,NA,NA,98,23
26,120,0,1.2,"ABCO",11,3.3,NA,NA,99,23
26,121,0,1.2,"ABCO",10.2,0.8,NA,NA,99,23
26,122,0,1,"ABCO",10.1,2.4,NA,NA,97,23
26,123,0,1.3,"ABCO",10.5,0.6,NA,NA,99,23
26,124,0,1,"PSME",10.6,1.4,NA,NA,98,23
26,125,0,1.35,"PSME",10.6,2,NA,NA,96,23
26,126,0.9,1.7,"PSME",10.9,0.6,NA,NA,99,23
26,127,0.3,1.4,"PSME",11.3,0.4,NA,NA,98,23
26,128,0,1.2,"ABCO",11.4,0.5,NA,NA,98,23
26,129,0,1.2,"ABCO",11.5,3.7,NA,NA,96,23
26,130,0,1.1,"ABCO",11.4,4.3,NA,NA,97,23
26,131,0.9,1.6,"PSME",12.4,1.4,NA,NA,98,23
26,132,0,1,"ABCO",11.4,4.4,NA,NA,98,23
26,133,2.4,2.2,"PSME",11,4.2,NA,NA,95,23
26,134,0,1.2,"ABCO",12.6,0.7,NA,NA,99,23
26,135,0.7,1.6,"PSME",12.4,0.4,NA,NA,99,23
26,136,0,1.35,"ABCO",12.3,4.8,NA,NA,99,23
26,137,0,1.3,"ABCO",12.2,0.4,NA,NA,98,23
26,138,1.9,2,"PSME",11.6,4.3,NA,"Unsure of species, too old to assess, LEAN",0,23
26,139,0,1.2,"ABCO",12.7,0.01,NA,NA,99,23
26,140,0,1.3,"ABCO",12.8,0.1,NA,NA,99,23
26,141,0,1.3,"ABCO",11.9,3.8,NA,NA,99,23
26,142,0,1.3,"ABCO",12,3.8,NA,NA,99,23
26,143,0,1,"ABCO",13.4,1.2,NA,NA,99,23
26,144,0,1,"ABCO",13.5,1.3,NA,NA,99,23
26,145,0,1,"ABCO",13.6,1.2,NA,"Needles very short--ABMA(?)-like",99,23
26,146,0,1.2,"ABCO",12.1,2.6,NA,NA,98,23
26,147,0,1.1,"ABCO",12.1,2.5,NA,NA,98,23
26,148,0,1.2,"ABCO",12.1,2.3,NA,NA,98,23
26,149,0,1,"ABCO",12.2,2.6,NA,NA,97,23
26,150,0,1,"ABCO",12.2,2.4,NA,NA,97,23
26,151,0,1,"ABCO",12.3,2.2,NA,NA,99,23
26,152,0,1.3,"ABCO",12.5,2.6,NA,NA,99,23
26,153,0,1.3,"ABCO",12.5,2.5,NA,NA,99,23
26,154,0,1.3,"ABCO",14,0.8,NA,NA,98,23
26,155,0,1.1,"ABCO",13.9,1.1,NA,NA,99,23
26,156,0,1,"ABCO",13.7,0.8,NA,NA,98,23
26,157,0,1,"ABCO",13.8,1,NA,NA,99,23
26,158,0,1.1,"ABCO",12.5,2.2,NA,NA,98,23
26,159,0,1.3,"ABCO",12.7,2.3,NA,NA,99,23
26,160,0.4,1.4,"ABCO",13.6,0.2,NA,NA,99,23
26,161,0.4,1.4,"ABCO",13.5,0.4,NA,NA,99,23
26,162,0,1,"ABCO",12.9,2.7,NA,NA,99,23
26,163,0,1.3,"ABCO",14,0.01,NA,NA,99,23
26,164,0,1.2,"ABCO",14,0.1,NA,NA,97,23
26,165,0,1.2,"ABCO",12.2,1.8,NA,NA,98,23
26,166,0,1,"ABCO",14.4,0.2,NA,NA,99,23
26,167,0.9,1.75,"PSME",15.2,2,NA,NA,98,23
26,168,0,1.2,"ABCO",14.7,0.3,NA,NA,99,23
26,169,0.6,1.5,"ABCO",14.7,0.01,NA,NA,95,23
26,170,0.3,1.5,"PSME",15.2,0.6,NA,NA,98,23
26,171,2.1,2.3,"PSME",15.3,1.3,NA,NA,99,23
26,172,0.4,1.5,"ABCO",15,0.3,NA,NA,98,23
26,173,0,1.3,"ABCO",15.5,1.1,NA,NA,98,23
26,174,0,1.2,"ABCO",15.5,1.15,NA,NA,98,23
26,175,0.4,1.4,"ABCO",15.4,1.2,NA,NA,98,23
26,176,1.5,2,"PSME",15.3,0.3,NA,NA,96,23
26,177,0.4,1.4,"ABCO",15.5,0.7,NA,NA,99,23
26,178,0.3,1.4,"ABCO",15.8,0.4,NA,NA,99,23
26,179,0,1.3,"ABCO",15.7,1.4,NA,NA,99,23
26,180,0.4,1.1,"ABCO",15.9,1.2,NA,NA,99,23
26,181,0,1.3,"ABCO",16.2,1.7,NA,NA,99,23
26,182,0,1,"ABCO",16.3,1.1,NA,NA,98,23
26,183,0,1.2,"ABCO",16.4,0.8,NA,NA,99,23
26,184,0,1,"ABCO",15.6,2,NA,NA,97,23
26,185,0,1.1,"PSME",16.4,0.1,NA,NA,99,23
26,186,3.3,3.2,"PSME",16.1,2.2,NA,NA,98,23
26,187,51,2.7,"PSME",15.8,3.8,NA,NA,0,23
26,188,0,1.1,"ABCO",15.3,3.2,NA,NA,100,23
26,189,0,1,"ABCO",15.5,3.3,NA,NA,100,23
26,190,0,1.2,"ABCO",15.3,3.5,NA,NA,99,23
26,191,1.3,2,"PSME",14.8,4.6,NA,NA,97,23
26,192,0,1.2,"ABCO",14.8,3.7,NA,NA,99,23
26,193,0,1.1,"ABCO",14.8,5,NA,NA,99,23
26,194,0,1.1,"ABCO",14.7,4,NA,NA,98,23
26,195,0,1,"ABCO",14.5,4.7,NA,NA,98,23
26,196,0,1,"ABCO",14.4,4.8,NA,NA,98,23
26,197,0.1,1.1,"PSME",14.1,3.2,NA,NA,96,23
26,198,0.5,1.6,"PSME",14.3,4.5,NA,NA,99,23
26,199,0.4,1.5,"PSME",14.4,4.5,NA,NA,99,23
26,200,0.7,1.6,"PSME",14.2,2.9,NA,NA,96,23
26,201,0.5,1.5,"ABCO",13.8,2.7,NA,NA,98,23
26,202,0,1,"ABCO",13.8,4.4,NA,NA,99,23
26,203,0,1,"ABCO",13.7,4.5,NA,NA,99,23
26,204,0.3,1.4,"PSME",13.8,4,NA,NA,97,23
26,205,0,1,"ABCO",13.6,4.2,NA,NA,99,23
26,206,0,1.3,"ABCO",16.1,2.2,NA,NA,99,23
26,207,0.3,1.5,"ABCO",16.4,2.2,NA,NA,99,23
26,208,0.4,1.4,"ABCO",17.1,2.6,NA,NA,97,23
26,209,0,1.1,"ABCO",17.2,2.2,NA,NA,98,23
26,210,0.6,1.6,"PSME",17.5,3.3,NA,NA,99,23
26,211,0,1,"ABCO",17.2,2.2,NA,"Dside should be a bit bigger, Dout should be a bit smaller (due to differences in relative position measurements)",97,23
26,212,0,1,"ABCO",17.1,3.6,NA,"Dside should be a bit bigger, Dout should be a bit smaller (due to differences in relative position measurements)",97,23
26,213,0,1,"ABCO",17.1,3.6,NA,"Dside should be a bit bigger, Dout should be a bit smaller (due to differences in relative position measurements)",97,23
26,214,0,1.1,"ABCO",17.5,3.8,NA,"Dside should be a bit bigger, Dout should be a bit smaller (due to differences in relative position measurements)",97,23
26,215,0,1.2,"ABCO",16.8,1.9,NA,"Dside should be a bit bigger, Dout should be a bit smaller (due to differences in relative position measurements)",97,23
26,216,0,1.3,"ABCO",16.8,2.5,NA,"Dside should be a bit bigger, Dout should be a bit smaller (due to differences in relative position measurements)",99,23
26,217,1.1,2,"PSME",16.8,4.7,NA,NA,97,23
26,218,0,1,"ABCO",16.9,3,NA,NA,98,23
26,219,0,1.2,"ABCO",17.1,3.1,NA,NA,99,23
26,220,0,1,"ABCO",17,4.7,NA,NA,99,23
26,221,0.4,1.4,"ABCO",17.5,3.3,NA,NA,96,23
26,222,0,1.1,"ABCO",17.5,0.2,NA,NA,98,23
26,223,0,1.2,"ABCO",17.6,3,NA,NA,96,23
26,224,0,1.3,"ABCO",17.5,0.9,NA,NA,100,23
26,225,0.3,1.4,"ABCO",17.6,2.1,NA,"Super shaded, very dark green",99,23
26,226,0,1.3,"ABCO",17.8,2.3,NA,NA,98,23
26,227,0.3,1.4,"ABCO",17.8,2.3,NA,NA,98,23
26,228,1.4,2.1,"ABCO",17.9,2.6,NA,NA,99,23
26,229,0,1,"ABCO",17.9,3.2,NA,NA,99,23
26,230,0.7,1.5,"ABCO",17.8,1.5,NA,NA,99,23
26,231,0,1.2,"ABCO",17.9,2.2,NA,NA,98,23
26,232,0.3,1.4,"ABCO",18.2,2.1,NA,NA,98,23
26,233,0,1.35,"ABCO",18.3,0.01,NA,"Dark needles",99,23
26,234,0,1,"ABCO",18,2.6,NA,NA,99,23
26,235,0,1.1,"ABCO",18.4,3,NA,NA,99,23
26,236,0,1,"ABCO",18.4,3.3,NA,NA,99,23
26,237,0,1,"ABCO",18.7,3.3,NA,NA,99,23
26,238,0,1,"ABCO",18.7,3.5,NA,NA,99,23
26,239,0,1.1,"ABCO",18.8,3.3,NA,NA,98,23
26,240,0,1,"ABCO",19.2,1.2,NA,"In the CEIN",98,23
26,241,0,1.3,"ABCO",18.9,2.3,NA,NA,97,23
26,242,0.4,1.5,"ABCO",18.9,3.1,NA,NA,99,23
26,243,2,1.4,"PSME",19.2,3.4,NA,NA,98,23
26,244,0,1.2,"ABCO",18.9,1.9,NA,NA,99,23
26,245,0,1.2,"ABCO",19,1.9,NA,NA,98,23
26,246,0,1.2,"ABCO",19.7,2.7,NA,NA,99,23
26,247,0,1,"ABCO",19.7,2.71,NA,NA,99,23
26,248,0,1.2,"ABCO",19.9,2.8,NA,NA,98,23
26,249,0,1.1,"ABCO",19.9,3.1,NA,NA,99,23
26,250,0,1,"ABCO",19.2,4.4,NA,NA,99,23
26,251,0.3,1.4,"ABCO",19.5,4.4,NA,NA,99,23
26,252,0,1.3,"ABCO",19.5,4.5,NA,NA,99,23
26,253,0,1.2,"ABCO",20.3,3.7,NA,NA,99,23
26,254,0,1,"ABCO",21.3,3.6,NA,NA,98,23
26,255,0,1,"ABCO",21.2,4,NA,NA,98,23
26,256,0,1.2,"ABCO",22.2,4.3,NA,NA,99,23
